Id,Label,timeset,att1,att2,att3,isometric_z_value,splitter_z_value,eigencentrality,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,clustering,triangles,modularity_class
355,Proteobacteria,,e6deb3fd688e233ae4189fa24200f26a,Proteobacteria,M9,0,0,0.001699,4,3.001061,2,0.75,0.833333,9,19,0.333333,2,32
356,Crenarchaeota,,7b82ac238c5e0582b8dc5c8cd91cc1d8,Crenarchaeota,M2,0,0,0.540415,32,24.795703,9,0.276092,0.363792,1150.674742,1,0.612903,304,14
357,Proteobacteria,,ecbcf8c563ebaa422a5874e6b2d01a46,Proteobacteria,M2,0,0,0.700506,38,29.622563,10,0.236375,0.338027,198.535447,1,0.625889,440,14
358,Nanoarchaeota,,d096542ac5d99cc2d73374b99dcc8d4f,Nanoarchaeota,M4,0,0,0.020785,10,7.56109,11,0.219929,0.27326,665.508624,1,0.533333,24,29
359,Asgardarchaeota,,6ff7e1740e429a267f14901513aa9735,Asgardarchaeota,M1,0,0,0.180653,22,16.924968,12,0.196626,0.277858,241.248801,1,0.549784,127,16
360,Nitrospirota,,b784791a0ffe00f6d9d6a29f94d116e1,Nitrospirota,M2,0,0,0.007008,1,0.764978,11,0.18585,0.217477,0,1,0,0,14
361,Crenarchaeota,,d38f7ae6425f83d165aff5c45cfc5c60,Crenarchaeota,M2,0,0,0.850004,50,40.365045,9,0.259388,0.372103,485.774793,1,0.484898,594,14
362,Crenarchaeota,,40084ff95f1340d97e35a97422840871,Crenarchaeota,M2,0,0,0.059369,9,6.826159,11,0.194982,0.253683,237.090026,1,0.444444,16,31
363,Thermoplasmatota,,5c86935536d83237335a379ae718c31f,Thermoplasmatota,M18,0,0,0.000699,2,1.579161,1,1,1,1,4,0,0,18
364,Asgardarchaeota,,505cf78e7bb07c3d8cdde2756c77f5bd,Asgardarchaeota,M1,0,0,0.134399,22,17.152879,9,0.261754,0.327889,554.608603,1,0.554113,128,21
365,Acidobacteriota,,f38b061a856db2f0a0c8d47b537859f0,Acidobacteriota,M2,0,0,0.018746,3,2.285768,11,0.188289,0.228246,372,1,0.333333,1,14
366,Hydrothermarchaeota,,06d396867a5a8d6f74fb515f974996b0,Hydrothermarchaeota,M3,0,0,0.000492,1,0.753175,13,0.108525,0.12029,0,1,0,0,24
367,Patescibacteria,,6277c359115e50706357a8c2e46e531e,Patescibacteria,M17,0,0,0.000699,2,1.587278,1,1,1,1,22,0,0,19
368,Aerophobota,,11818c8c0b8283cab7610dd4aaa3b649,Aerophobota,M1,0,0,0.230006,29,22.824027,12,0.198299,0.290593,844.282259,1,0.465517,189,16
369,Proteobacteria,,aa1c64b4c56fa8381cc95ad4258220d0,Proteobacteria,M2,0,0,0.527748,25,19.205038,10,0.232544,0.316445,27.804187,1,0.76,228,14
370,Crenarchaeota,,13548c6e9101687cc845979d63ec4294,Crenarchaeota,M2,0,0,0.654912,38,30.315988,9,0.254956,0.350432,172.668973,1,0.594595,418,14
371,Proteobacteria,,494afcc5e001b1c38defe04d3e545782,Proteobacteria,M2,0,0,0.762114,50,39.441304,8,0.305487,0.410376,13941.540285,1,0.40898,501,14
372,Thermoplasmatota,,086cbc8ac9f89f769c12a88c73fe90cd,Thermoplasmatota,M1,0,0,0.11024,13,10.063194,12,0.194069,0.259315,308.302066,1,0.512821,40,16
373,Patescibacteria,,a6af49880d019a9ca7740b9635bd0604,Patescibacteria,M37,0,0,0.000347,1,0.725949,1,1,1,0,24,0,0,20
374,Proteobacteria,,58e9981f2fa826397ae0b036f0aadaee,Proteobacteria,M5,0,0,0.000396,1,0.749978,7,0.207547,0.254221,0,2,0,0,10
375,Acidobacteriota,,7ccd93324c7b06b90aa3c225e066dd7e,Acidobacteriota,M2,0,0,0.12852,8,5.873336,10,0.260293,0.318472,110.367643,1,0.678571,19,14
376,Planctomycetota,,975d1d789cd42d99863eacf50ab1a8e7,Planctomycetota,M1,0,0,0.024396,2,1.473903,12,0.190598,0.235946,0,1,1,1,16
377,Crenarchaeota,,cf49ff3dd6a8eeb7f68d2d4770888341,Crenarchaeota,M2,0,0,0.316082,24,18.843282,10,0.217366,0.297933,205.880918,1,0.695652,192,14
378,Proteobacteria,,641a3a08a16a356443bfaa85ba21d246,Proteobacteria,M2,0,0,0.143355,6,4.540207,10,0.212415,0.269068,0,1,1,15,14
379,Planctomycetota,,ecd28f3d2ee6fd71f36a701c18584526,Planctomycetota,M5,0,0,0.001705,3,2.404441,7,0.252874,0.37619,0.75,2,0.666667,2,10
380,Patescibacteria,,32bb0d4a695abfb652b44168dd14f6f5,Patescibacteria,M5,0,0,0.003095,5,4.36976,6,0.275,0.429545,0.5,2,0.9,9,10
381,Asgardarchaeota,,ac7403669eea13f5a0c960cf9dfa8280,Asgardarchaeota,M1,0,0,0.32466,29,22.984235,11,0.231821,0.32123,273.465742,1,0.70936,288,16
382,Chloroflexi,,d511d36ba699e3dcff480d3bdd593c90,Chloroflexi,M17,0,0,0.00039,1,0.766927,2,0.666667,0.75,0,22,0,0,19
383,Crenarchaeota,,5d89868f1a1db1bc0b153eca96bbf7fd,Crenarchaeota,M2,0,0,0.441686,24,18.995379,9,0.267192,0.344515,252.701677,1,0.742754,205,14
384,Chloroflexi,,bafb8fca7ebe44571501a9bd5f889c77,Chloroflexi,M1,0,0,0.020943,3,2.27031,12,0.18438,0.230204,372,1,0.333333,1,16
385,Proteobacteria,,734ec08817fbce7330164c23f9ae347e,Proteobacteria,M2,0,0,0.003373,1,0.737983,12,0.165044,0.197106,0,1,0,0,6
386,Patescibacteria,,09f18db0e0f331399de2da8e27183882,Patescibacteria,M1,0,0,0.320354,34,27.288371,11,0.223621,0.319072,1148.035997,1,0.57041,320,16
387,Actinobacteriota,,7a5c548c68f1f59538973eaae73e5ae7,Actinobacteriota,M1,0,0,0.121106,16,12.721722,12,0.196213,0.270709,660.167545,1,0.591667,71,16
388,Asgardarchaeota,,8bc1a4b918116d5006bb7be1581490e3,Asgardarchaeota,M3,0,0,0.001961,3,2.217843,9,0.184471,0.209914,9026.666667,1,0,0,24
389,Chloroflexi,,9db7e0e735f9acbb7874b594ccad23f0,Chloroflexi,M1,0,0,0.242273,29,22.509071,10,0.269509,0.354081,789.02163,1,0.522167,212,21
390,Crenarchaeota,,356123c5ac7a6ea9a4dbb6077fa50cc8,Crenarchaeota,M2,0,0,0.575228,32,25.406254,9,0.25426,0.343506,460.210593,1,0.618952,307,14
391,Elusimicrobiota,,de9374c58cdf011ce31638c2b40bc46a,Elusimicrobiota,M1,0,0,0.01315,5,3.896934,13,0.166147,0.214513,12.684719,1,0.6,6,16
392,Firmicutes,,4c04bc65dfcce264afef069d91f833c9,Firmicutes,M6,0,0,0.002947,4,3.082538,11,0.181774,0.206956,0.533333,1,0.833333,5,22
393,Planctomycetota,,0d4139b2411e00aea1d3ec919c90466e,Planctomycetota,M5,0,0,0.001136,2,1.509815,7,0.247191,0.345887,0,2,1,1,10
394,Nanoarchaeota,,81d18c9e53261dd59091c930d6684d56,Nanoarchaeota,M28,0,0,0.000347,1,0.763964,1,1,1,0,20,0,0,23
395,Patescibacteria,,5aff347073212851359c07e7e1d92fdc,Patescibacteria,M3,0,0,0.001604,3,2.290579,12,0.121498,0.139562,0.5,1,0.666667,2,24
396,Patescibacteria,,107d1c9d14f4b2f63126759fc08d18ef,Patescibacteria,M3,0,0,0.003718,8,5.92595,10,0.158926,0.190703,6632,1,0.035714,1,24
397,Proteobacteria,,ab00970661a717d6c747e2a0246b7884,Proteobacteria,M2,0,0,0.295406,24,18.763146,10,0.217366,0.297933,236.666509,1,0.637681,176,14
398,Patescibacteria,,2855ac10c6dc4e70f01e68507bede6e6,Patescibacteria,M12,0,0,0.000523,1,0.749787,11,0.164825,0.178496,0,1,0,0,27
399,Desulfobacterota,,b893c5b12db914f794732a984dfb1c40,Desulfobacterota,M12,0,0,0.000523,1,0.738267,11,0.164825,0.178496,0,1,0,0,27
400,Proteobacteria,,c16b0b5dc33d19cc61d2a580e338819f,Proteobacteria,M4,0,0,0.010176,6,4.586814,12,0.176359,0.212187,0.571429,1,0.933333,14,29
401,Crenarchaeota,,4e8cbb2fffd67cfb2f8a28c8eca28c4f,Crenarchaeota,M2,0,0,0.0476,5,3.710262,10,0.203381,0.244882,7.696756,1,0.7,7,14
402,Nanoarchaeota,,3d36bf6fcbf0e74a7ccc1aef862be53d,Nanoarchaeota,M30,0,0,0.000347,1,0.784918,1,1,1,0,21,0,0,25
403,Myxococcota,,7237716757ba15229464105bd8611c9a,Myxococcota,M2,0,0,0.572477,32,25.433231,9,0.253914,0.342389,140.62973,1,0.641129,318,14
404,Planctomycetota,,5e97f2bb57d2c63e5013c5c5e196f964,Planctomycetota,M1,0,0,0.389792,40,32.030831,11,0.234296,0.338209,1380.982902,1,0.555128,433,16
405,Crenarchaeota,,937dc0c2ef68b79ba70588e7a5a78183,Crenarchaeota,M2,0,0,0.947032,58,46.745103,9,0.286043,0.407492,7462.753733,1,0.425892,704,14
406,Nanoarchaeota,,b67d60e4f0d93ee3fc9eac4a54f4829e,Nanoarchaeota,M38,0,0,0.000347,1,0.726218,1,1,1,0,25,0,0,26
407,Crenarchaeota,,ad9483ced0090233a0dfff7ace90c03d,Crenarchaeota,M2,0,0,0.08766,15,11.67049,11,0.197564,0.264854,2783.504642,1,0.32381,34,6
408,Myxococcota,,55bfe42c7fed51d5687a5aa176b1f1f9,Myxococcota,M8,0,0,0.000459,1,0.736151,13,0.140967,0.159676,0,1,0,0,31
409,Desulfobacterota,,e2dc65afae8c5cffad91f86bbb5be732,Desulfobacterota,M12,0,0,0.002756,4,2.954709,10,0.19725,0.222098,1113,1,0,0,27
410,Proteobacteria,,8fb5a38a048ccf8aed900902c44dd3b6,Proteobacteria,M2,0,0,0.020109,1,0.740068,10,0.206648,0.244894,0,1,0,0,14
411,NB1-j,,c90a441e855938f0bbad92e89f724690,NB1-j,M9,0,0,0.000445,1,0.738633,4,0.4,0.486111,0,19,0,0,32
412,Chloroflexi,,bea22d82f749abb0f189e724a44f6bed,Chloroflexi,M1,0,0,0.004588,4,3.105116,14,0.144294,0.182218,2.534652,1,0.5,3,16
413,Thermoplasmatota,,777dffbc3ffec5653ee0f74f3679f87e,Thermoplasmatota,M13,0,0,0.000742,2,1.535647,2,0.75,0.833333,2,8,0,0,28
414,Nanoarchaeota,,1609fec4064738f8576b4769fc5e4d11,Nanoarchaeota,M3,0,0,0.000401,1,0.777576,14,0.098029,0.107306,0,1,0,0,24
415,Planctomycetota,,17ca5a2a538b1886ae9a3d7afac02cc0,Planctomycetota,M4,0,0,0.048609,20,15.739068,10,0.245395,0.309309,2398.890511,1,0.421053,80,29
416,Proteobacteria,,9f7bd5e1f772d9810442602c39600182,Proteobacteria,M2,0,0,0.446899,24,18.418512,9,0.268345,0.344936,119.532751,1,0.775362,214,14
417,Amorphea,,84f901ec6fa0a4e40f1542e5884462cd,Amorphea,M10,0,0,0.000884,2,1.642142,2,0.666667,0.75,0,10,1,1,30
418,Aerophobota,,920aa9728ffb783cbc5721932cadda36,Aerophobota,M1,0,0,0.362242,39,31.737483,11,0.224834,0.325953,1284.457551,1,0.520918,386,16
419,Crenarchaeota,,67ab8dda38f8fbdfcb1cac1bf9f5b8a5,Crenarchaeota,M8,0,0,0.025289,9,6.752893,11,0.193364,0.247428,1058.819837,1,0.305556,11,31
420,Planctomycetota,,d017cca81653dbcea63172de7d1eb88f,Planctomycetota,M9,0,0,0.001251,3,2.273837,3,0.6,0.722222,5,19,0.333333,1,32
421,Proteobacteria,,368417c4f6681b5f2ff517261a2b8edc,Proteobacteria,M2,0,0,0.628213,36,28.367836,10,0.236525,0.336463,541.054317,1,0.601587,379,14
422,Acidobacteriota,,61779d53fd6c23500d54a5bc541bec46,Acidobacteriota,M2,0,0,0.478101,25,18.899719,9,0.269314,0.348064,367.242561,1,0.673333,202,14
423,Desulfobacterota,,94cdf2c6addd8558613617105909390c,Desulfobacterota,M4,0,0,0.00121,1,0.735782,13,0.156198,0.177632,0,1,0,0,29
424,Patescibacteria,,6881512710174bf1db96caa02ec0b1a5,Patescibacteria,M5,0,0,0.002923,5,3.979035,6,0.275,0.429545,21,2,0.6,6,10
425,Proteobacteria,,74464c2b16349886b03c633bfd6def1a,Proteobacteria,M6,0,0,0.003266,5,3.824508,12,0.161123,0.185129,6.895238,1,0.6,6,22
426,Planctomycetota,,40773ecb4e4d4a0f53ddf90c98f8a4f9,Planctomycetota,M3,0,0,0.03175,6,4.510755,7,0.261204,0.305241,5711.204859,1,0.4,6,24
427,Asgardarchaeota,,66d72bb8584ff4e8337ff12bdd28e792,Asgardarchaeota,M1,0,0,0.013578,2,1.495785,11,0.204496,0.241226,0.217961,1,0,0,16
428,Chloroflexi,,654e5b310349b947f8146e4b08a1dd62,Chloroflexi,M1,0,0,0.007613,6,4.738214,14,0.144182,0.184989,5.692141,1,0.6,9,16
429,Acidobacteriota,,1d12f6be78923902f3a3568a9f07d487,Acidobacteriota,M1,0,0,0.253844,32,25.448346,9,0.302269,0.38545,6072.38316,1,0.5,248,21
430,Proteobacteria,,6173b144a12a5f2aa2728cc04bee9642,Proteobacteria,M1,0,0,0.038929,9,7.027086,10,0.24817,0.299594,157.700709,1,0.5,18,21
431,Crenarchaeota,,2a7a76f6f3fabc1759b559e748f07792,Crenarchaeota,M2,0,0,0.691899,38,30.174275,9,0.25513,0.350879,107.619287,1,0.618777,435,14
432,Nanoarchaeota,,6be4712f7425790479e018ae5ede4349,Nanoarchaeota,M3,0,0,0.00049,1,0.732482,10,0.145533,0.155347,0,1,0,0,24
433,Crenarchaeota,,cb674972dc729dff54be4c5c403aff97,Crenarchaeota,M2,0,0,0.063002,7,5.204152,11,0.195595,0.250824,20.004737,1,0.47619,10,14
434,Crenarchaeota,,79ccbe24b575e802518e84414d7cb2a4,Crenarchaeota,M7,0,0,0.01144,9,6.960914,12,0.166816,0.214085,1866.234614,1,0.277778,10,6
435,Acidobacteriota,,a2969c62d7ffa339ce63dcaa15e9cf51,Acidobacteriota,M2,0,0,0.459922,26,20.289478,10,0.231677,0.316225,50.976876,1,0.732308,238,14
436,Aerophobota,,4839b117d0d3ac42b7b8c534922c6f27,Aerophobota,M1,0,0,0.010895,3,2.221093,13,0.165631,0.208347,3.136446,1,0.333333,1,16
437,Crenarchaeota,,169c2ee77f5dda72b6e218863b323421,Crenarchaeota,M1,0,0,0.337399,32,25.795562,11,0.223353,0.315229,394.537949,1,0.681452,338,16
438,NB1-j,,d0503f67602f4669da27d0259aba1ab7,NB1-j,M2,0,0,0.453086,23,18.019364,10,0.234149,0.31792,130.585009,1,0.731225,185,14
439,Hydrothermarchaeota,,08343991da5e5ef00e9f2d5ecb65daf5,Hydrothermarchaeota,M1,0,0,0.29922,28,21.665277,11,0.23096,0.317879,336.050561,1,0.65873,249,16
440,Proteobacteria,,2e859634e2b66cceaf71baf8e40a41e5,Proteobacteria,M11,0,0,0.000442,1,0.795216,3,0.5,0.583333,0,11,0,0,12
441,Crenarchaeota,,0ee56bcb302fc5215af4eaab9b8130e1,Crenarchaeota,M1,0,0,0.032562,3,2.286634,12,0.184107,0.229087,0,1,1,3,16
442,Proteobacteria,,43ce697739756d6c983dd655ed716760,Proteobacteria,M7,0,0,0.010008,6,4.782158,12,0.166518,0.209617,638.026036,1,0.4,6,6
443,Asgardarchaeota,,d6aefd0a6c00c7b2866de655eec74e73,Asgardarchaeota,M1,0,0,0.019266,4,3.021693,12,0.18098,0.229478,8.866857,1,0.5,3,16
444,Calditrichota,,28ad8077b828dd17efa81d5e45b0999f,Calditrichota,M4,0,0,0.000764,1,0.756473,12,0.166444,0.185678,0,1,0,0,29
445,NB1-j,,3fcb73dda8dc32700b6e80861602c52b,NB1-j,M1,0,0,0.009961,1,0.727092,10,0.23139,0.26461,0,1,0,0,21
446,Crenarchaeota,,6cf21e5179229f1178d007a2b01365ec,Crenarchaeota,M2,0,0,0.020917,2,1.521807,10,0.213265,0.250529,0,1,1,1,14
447,Acidobacteriota,,f68ff3baa97ab91d772f8c668673c3c6,Acidobacteriota,M1,0,0,0.179236,27,21.21349,9,0.291406,0.366907,1091.471002,1,0.541311,190,21
448,Proteobacteria,,d09373e62fa8e2c352e66992e51934a2,Proteobacteria,M5,0,0,0.000795,2,1.503808,6,0.258824,0.330303,21,2,0,0,10
449,Planctomycetota,,62634536f8d0b7698e20bca99a24697f,Planctomycetota,M20,0,0,0.000347,1,0.736099,1,1,1,0,18,0,0,33
450,Acidobacteriota,,82d4e122e21711f5256139d18a46f541,Acidobacteriota,M1,0,0,0.098439,13,9.920073,9,0.276912,0.33921,1513.823527,1,0.564103,44,21
451,Crenarchaeota,,3132f41db9e43913036e501bc3c873a9,Crenarchaeota,M2,0,0,0.720019,39,30.917302,9,0.261022,0.360977,521.18979,1,0.576248,427,14
452,Planctomycetota,,d50a2ffd8824c036f8fece75db7b8e35,Planctomycetota,M3,0,0,0.001059,1,0.753771,8,0.199893,0.216734,0,1,0,0,24
453,Desulfobacterota,,38da7d080de70b10507ab5d9afe3b2e0,Desulfobacterota,M3,0,0,0.001469,1,0.760102,8,0.207222,0.227547,0,1,0,0,24
454,Asgardarchaeota,,99ee69d875506c72ec00308c43158c13,Asgardarchaeota,M22,0,0,0.000347,1,0.740961,1,1,1,0,27,0,0,34
455,Crenarchaeota,,210686fed8a272a11655724cca2c2ac7,Crenarchaeota,M2,0,0,0.433172,28,22.374447,10,0.23139,0.318545,1139.097833,1,0.550265,208,14
456,Proteobacteria,,b6fd363983d020eb4512d3a23f853567,Proteobacteria,M4,0,0,0.010808,4,2.991976,11,0.215607,0.255789,34.142901,1,0.666667,4,29
457,Crenarchaeota,,0dcc0810a86ae20523c9427ddff82373,Crenarchaeota,M2,0,0,0.503851,34,26.75452,10,0.236976,0.336016,3083.702286,1,0.524064,294,14
458,Planctomycetota,,2281980536f3e3245fbeae51a1ff39e9,Planctomycetota,M4,0,0,0.000439,1,0.726657,13,0.142967,0.156629,0,1,0,0,29
459,Nanoarchaeota,,eed6f07ddd812dc414b9d1fe6f00da96,Nanoarchaeota,M4,0,0,0.00918,8,5.987113,11,0.199786,0.239486,408.296722,1,0.392857,11,29
460,Proteobacteria,,d0c56aa083aee0c52653479ef7baced7,Proteobacteria,M2,0,0,0.00676,1,0.728274,11,0.179759,0.21466,0,1,0,0,14
461,Caldatribacteriota,,984ef294013905418ee0f76ef94c3c44,Caldatribacteriota,M1,0,0,0.350637,33,26.530133,11,0.232979,0.328156,806.103524,1,0.672348,355,16
462,Thermoplasmatota,,d80ac6462699e1cfb437f1c70f3b4460,Thermoplasmatota,M15,0,0,0.001248,3,2.550071,1,1,1,0.5,5,0.666667,2,35
463,Proteobacteria,,8a9fb53fb47fa0c97654b82e5458871a,Proteobacteria,M1,0,0,0.035564,9,6.86104,12,0.187155,0.24763,241.170371,1,0.555556,20,16
464,Hydrothermarchaeota,,b8bea53adb5a9c507125037a84fdedb8,Hydrothermarchaeota,M34,0,0,0.000347,1,0.826359,1,1,1,0,29,0,0,38
465,Aerophobota,,ce85d57ae0020013c1008bd4e08ac474,Aerophobota,M25,0,0,0.000347,1,0.7503,1,1,1,0,26,0,0,36
466,Hydrothermarchaeota,,782dd3626f29658e40f26c22d62d8c35,Hydrothermarchaeota,M35,0,0,0.000347,1,1,1,1,1,0,28,0,0,37
467,Crenarchaeota,,077fd74e5937890222d342fa7dabefc6,Crenarchaeota,M1,0,0,0.033061,9,6.691759,10,0.235777,0.281191,395.860637,1,0.361111,13,21
468,Desulfobacterota,,f81df8277fab272ddc93b00a70646c5b,Desulfobacterota,M1,0,0,0.131709,14,10.638189,10,0.246042,0.30621,33.432367,1,0.725275,66,21
469,Hydrothermarchaeota,,ff24e87b77dd5b043b29de363ac23530,Hydrothermarchaeota,M34,0,0,0.000347,1,0.826359,1,1,1,0,29,0,0,38
470,Patescibacteria,,e00c72f0f82a5318023ae07bacd1f146,Patescibacteria,M3,0,0,0.003964,8,5.853083,11,0.138148,0.167686,2354,1,0.178571,5,24
471,Aerophobota,,0bf08973da329747d913d5c261f91944,Aerophobota,M1,0,0,0.239456,29,22.816112,9,0.299118,0.379042,4004.601678,1,0.53202,216,21
472,Proteobacteria,,7de3e9374544c242ac5106d69fb43713,Proteobacteria,M1,0,0,0.413596,36,27.696432,9,0.308264,0.398511,13870.313781,1,0.393651,248,21
473,Crenarchaeota,,891322ececee218fc1b6067a8a1e7421,Crenarchaeota,M2,0,0,0.229207,17,13.352579,11,0.198616,0.270886,21.949201,1,0.845588,115,14
